353624 476677
75742 218471 148
75742 259406 134
75744 38471 114
75744 79729 154
75744 129074 183
75745 39559 63
75745 224344 113
75746 105057 91
75746 178565 173
75748 113971 172
75748 348624 25
75749 30726 159
75750 111929 107
75752 65731 140
75752 124284 70
75753 90473 7
75755 128877 44
75756 286857 155
75757 95941 108
75757 160454 93
75759 297809 145
75760 43185 145
75760 221721 174
75761 276483 19
75761 283317 72
75763 99098 156
75766 209414 67
75768 128599 151
75768 279579 32
75768 290969 190
75770 32327 144
75772 43216 14
75772 259824 105
75772 270395 11
75773 272901 188
75775 42042 130
75775 124235 85
75775 322206 152
75776 48574 141
75778 280923 200
75779 240278 86
75780 248138 62
75782 50506 190
75782 321283 149
75782 333423 136
75784 208184 7
75785 220208 128
75785 282904 44
75786 129234 44
75786 311500 92
75787 208386 83
75787 244999 6
75788 236941 61
75788 275522 65
75789 63072 41
75789 175271 174
75789 279377 8
75791 55751 45
75791 162011 116
75791 224831 2
75792 318236 87
75793 98353 17
75793 287226 182
75794 33380 122
75794 260297 147
75795 274716 128
75796 129814 117
75796 348748 52
75797 132017 61
75798 334256 183
75799 64216 160
75800 132405 45
75802 296394 77
75803 121582 94
75804 99333 40
75804 260691 134
75805 272027 30
75805 298984 39
75806 144323 103
75808 71691 88
75810 141319 83
75810 304494 28
75812 254511 168
75812 329760 198
75814 269743 87
75816 12553 49
75816 46165 24
75816 180456 114
75816 181330 34
75816 226869 130
75817 117623 81
75817 306723 132
75818 90357 106
75818 130700 119
75818 258446 190
75819 52816 73
75822 71586 46
75822 340491 104
75824 101924 37
75824 135082 181
75825 197607 102
75825 287405 71
75826 11371 107
75826 218206 187
75827 109318 181
75828 144060 5
75828 263554 147
75829 249130 141
75829 275984 34
75831 15539 70
75832 29469 188
75832 138303 166
75834 61693 17
75834 350384 116
75835 20346 83
75836 54551 87
75836 170618 1
75836 343077 31
75837 104117 107
75837 169855 49
75838 118109 105
75839 124882 135
75840 85751 96
75840 104147 89
75841 325181 37
75842 107287 188
75843 189192 186
75845 86891 30
75845 223033 36
75845 341667 132
75846 184315 14
75846 228340 98
75846 320705 179
75847 263254 98
75848 294066 143
75848 294541 154
75849 280812 97
75850 125800 150
75850 177519 171
75850 323296 12
75850 339001 54
75851 187031 99
75851 217794 95
75852 152993 143
75852 211023 101
75853 56424 81
75853 130682 167
75854 98385 74
75854 123725 129
75854 241547 78
75854 283920 6
75854 316555 49
75855 63645 72
75855 290638 144
75856 3090 73
75857 123053 200
75859 60696 36
75859 74887 60
75859 293993 90
75861 25482 89
75861 174287 194
75862 16309 35
75863 153202 39
75863 177716 24
75864 45415 149
75864 244329 64
75865 201530 178
75867 244593 15
75869 19164 71
75869 85790 166
75869 253693 66
75870 187605 30
75870 329115 123
75871 182451 149
75872 181736 12
75874 309883 48
75876 140605 18
75876 193102 41
75878 153435 148
75879 16654 60
75879 35676 155
75881 6883 94
75881 119509 31
75881 291906 158
75881 297625 54
75881 302642 32
75882 63159 28
75882 256278 11
75884 26830 37
75885 87951 198
75885 91681 189
75885 124378 33
75886 112631 148
75886 135645 65
75887 164812 195
75888 277969 160
75888 317362 118
75889 100404 5
75889 201695 161
75890 192887 181
75892 109140 7
75893 312886 94
75894 244396 156
75895 74856 36
75895 110581 177
75895 164069 77
75896 350754 108
75897 93226 161
75898 150266 153
75899 3299 137
75899 24964 96
75899 68349 8
75899 72843 10
75899 217278 34
75901 222813 96
75902 84029 97
75902 110236 93
75902 165699 13
75902 263033 176
75903 84484 88
75904 4267 167
75904 214206 107
75905 215432 16
75906 42024 138
75906 218633 184
75906 244675 30
75907 264462 116
75908 334743 196
75909 213405 76
75910 175465 140
75911 72461 33
75911 259586 66
75912 290632 145
75912 315208 165
75913 31989 26
75913 133404 174
75913 224771 27
75914 273628 35
75914 291721 168
75915 255405 78
75917 12860 131
75917 206867 173
75918 87133 184
75918 195891 73
75920 16400 143
75921 88085 85
75921 140341 34
75924 213301 183
75926 168913 39
75927 263371 40
75928 8885 193
75928 49682 144
75928 317782 30
75929 197160 71
75930 121650 162
75932 180370 124
75932 230940 73
75932 345479 3
75933 172195 167
75933 233143 135
75934 285214 10
75934 286914 43
75935 84147 125
75935 175039 144
75936 160560 70
75936 187352 138
75936 240888 183
75937 91657 149
75938 119441 133
75938 169935 47
75938 198365 53
75939 322609 36
75941 200811 147
75942 160737 126
75943 244335 159
75944 196629 157
75945 187222 130
75946 15163 31
75946 19382 61
75946 300186 131
75947 17153 88
75948 39968 141
75948 67111 33
75949 44401 167
75949 64008 132
75953 264013 170
75954 91892 162
75956 134728 16
75958 113168 64
75959 196236 133
75959 206924 25
75961 8053 131
75961 287481 170
75962 80846 109
75963 15639 186
75963 226225 127
75963 284475 26
75963 295865 175
75964 13637 123
75965 76045 196
75965 194679 66
75966 273067 86
75969 124650 15
75970 305093 29
75971 1737 50
75971 127253 163
75973 270981 32
75975 238747 188
75976 32752 92
75976 175150 151
75976 342186 128
75977 231887 18
75978 38108 142
75978 178180 200
75979 77289 161
75979 191532 41
75981 114571 28
75981 299466 1
75982 236585 91
75984 74389 14
75984 83900 57
75985 331492 32
75987 309595 23
75988 210156 167
75990 9943 1
75990 99383 197
75992 63295 138
75993 330446 46
75994 174856 143
75994 334349 67
75996 212964 152
75997 157777 178
75998 44223 116
75998 56776 7
75998 302027 119
75999 230798 166
75999 240612 129
75999 341676 115
76000 163547 49
76001 144202 130
76004 123407 7
76004 308591 40
76005 291483 12
76005 328901 27
76006 298655 8
76007 44919 85
76007 182224 158
76007 271086 137
76007 347574 96
76008 251287 192
76010 228213 28
76011 100172 178
76012 105892 16
76012 168361 97
76012 202510 106
76012 207644 79
76013 31332 68
76013 69851 127
76014 251244 41
76014 314828 159
76016 222747 160
76017 44198 90
76017 162082 71
76018 79924 54
76018 225701 163
76019 24978 188
76019 132876 51
76020 111776 76
76021 132561 45
76021 190777 167
76021 308234 69
76023 255739 62
76024 40997 160
76024 234068 61
76024 313942 97
76025 29725 1
76025 158854 47
76025 248996 83
76025 319827 140
76026 187691 63
76026 311342 80
76029 179559 33
76030 86025 192
76030 283886 38
76031 128626 123
76031 245106 130
76032 121029 30
76032 210256 81
76033 199782 190
76033 318368 79
76033 324197 108
76034 50489 125
76034 161601 55
76035 318879 9
76038 248966 177
76040 13902 178
76040 269153 162
76040 273069 169
76041 22361 90
76044 32150 181
76045 12475 46
76045 121474 46
76046 32661 21
76046 271333 6
76047 63487 150
76047 73748 65
76047 146506 109
76049 32526 92
76049 87466 39
76051 96325 27
76051 338321 128
76052 278757 160
76053 13631 25
76053 91571 160
76054 19413 111
76054 53101 34
76054 55028 32
76054 88303 180
76054 115625 111
76054 206476 25
76056 29779 2
76059 188284 134
76060 55322 15
76060 259563 96
76061 341984 87
76062 327154 105
76063 144875 70
76063 309798 133
76064 53433 149
76064 284170 116
76066 32513 111
76066 138766 29
76066 261956 74
76066 271942 67
76067 21936 68
76067 34138 101
76068 33788 113
76068 93332 125
76068 263699 50
76071 31726 164
76072 247268 73
76073 84837 28
76073 128573 2
76073 280193 80
76074 206899 103
76074 327536 51
76075 31640 131
76075 176302 149
76076 29762 108
76076 160247 129
76077 96726 175
76077 134495 80
76078 10831 168
76078 11932 126
76078 135370 180
76080 76268 128
76080 199045 19
76080 257371 178
76083 67248 188
76083 72265 123
76083 178711 90
76084 109168 141
76085 225050 50
76088 105455 6
76091 329684 138
76093 78041 98
76094 151825 22
76096 177380 186
76096 185914 102
76098 239548 71
76100 17849 137
76100 108638 101
76103 254631 20
76104 81512 19
76104 143995 66
76105 79173 177
76105 304762 115
76106 67034 59
76106 71053 129
76107 204739 55
76108 40381 37
76110 147565 166
76110 219545 178
76110 270053 57
76111 322351 47
76111 340795 58
76112 192741 107
76112 212114 21
76113 12038 57
76113 17881 11
76113 86007 111
76113 202652 8
76115 126579 131
76116 153310 188
76116 194582 74
76116 209062 22
76116 213604 173
76116 260031 44
76116 303870 132
76118 3192 44
76118 44588 124
76118 174949 125
76120 88477 7
76120 228700 123
76121 96461 56
76124 279 20
76125 10204 163
76125 278634 90
76126 311332 46
76127 1197 138
76128 172239 6
76130 148353 141
76131 160542 34
76131 336277 135
76132 161527 137
76133 191300 155
76133 347889 194
76134 97945 56
76136 176100 80
76136 313880 52
76136 339220 52
76136 339509 184
76137 117658 167
76137 352235 177
76138 333950 84
76139 6658 130
76139 318934 22
76140 91880 22
76140 133152 34
76141 55089 86
76142 82068 125
76142 307939 125
76144 250124 182
76145 24467 195
76145 288541 159
76146 5487 100
76146 172172 29
76149 142141 99
76150 216978 51
76151 102550 74
76151 145508 28
76151 295855 6
76154 1234 161
76156 36252 87
76156 350930 43
76157 51132 101
76157 83643 68
76160 95882 103
76161 41934 192
76161 59793 26
76161 135517 62
76161 142984 124
76162 35204 78
76162 219535 88
76163 255591 17
76164 181045 146
76164 212441 123
76165 118212 102
76166 346018 124
76167 135130 60
76167 186801 17
76168 210965 85
76168 217613 28
76169 61775 176
76169 138786 40
76169 199266 16
76170 53490 54
76171 293498 162
76171 310593 187
76171 340379 1
76173 106540 53
76173 199593 164
76174 288208 37
76175 45621 24
76175 49537 24
76175 233159 144
76176 86082 90
76178 108609 8
76178 118994 23
76178 152744 63
76179 179110 132
76180 256411 188
76182 87374 9
76183 58353 158
76183 294919 169
76183 314003 171
76183 316880 5
76184 36916 93
76184 83157 27
76184 146789 80
76184 293805 34
76185 182219 26
76186 289065 97
76186 291742 191
76188 315783 47
76189 267967 138
76190 215361 151
76191 92034 94
76191 156554 184
76192 179383 168
76193 49986 112
76194 140838 147
76194 288370 112
76196 106250 21
76196 126676 27
76197 43720 58
76198 338888 178
76199 30680 156
76199 221597 113
76199 250791 77
76199 253468 114
76199 286805 157
76199 330066 102
76201 32485 162
76201 166824 178
76201 249141 197
76201 305354 105
76201 318031 148
76203 73855 199
76203 113090 64
76203 182503 194
76203 186006 104
76203 299685 81
76203 305280 124
76204 139243 74
76204 159793 174
76204 322851 12
76205 154350 25
76205 350346 190
76206 220674 5
76207 152824 144
76209 66799 46
76209 166576 51
76210 335244 105
76210 340963 170
76211 157879 38
76211 228111 138
76211 344405 22
76212 96147 107
76212 156978 146
76212 215435 154
76213 269020 109
76215 230654 61
76216 84451 101
76217 315409 158
76218 16237 150
76218 130955 83
76218 315224 140
76218 353578 102
76219 284792 23
76220 198505 86
76220 263355 126
76220 319768 95
76221 73616 177
76221 147523 130
76222 178810 61
76223 133320 12
76224 97183 129
76224 260654 88
76226 119283 90
76227 134989 74
76227 306567 198
76229 135438 104
76229 309535 155
76232 89289 31
76232 284232 39
76234 53373 143
76234 136805 147
76235 42163 136
76235 64750 195
76235 108486 124
76235 225007 24
76236 99065 39
76236 303533 123
76237 44890 135
76237 225532 85
76239 3420 48
76239 80245 62
76240 279683 12
76242 174753 18
76243 23994 154
76245 226275 185
76247 56034 57
76247 86267 43
76248 26352 57
76248 44583 79
76248 66647 158
76248 271328 79
76248 323226 103
76249 212473 48
76251 40821 114
76253 6770 78
76253 74421 118
76254 46866 27
76254 49619 79
76254 80953 25
76254 162644 72
76254 220261 185
76256 151173 141
76256 180078 193
76258 43738 193
76258 166866 166
76258 242239 36
76260 80270 124
76261 27547 25
76261 249571 185
76263 30515 69
76263 317465 36
76265 53317 134
76266 133708 10
76268 289920 182
76269 227927 64
76269 256887 106
76271 66357 130
76271 205830 21
76271 287920 182
76273 200388 30
76273 350783 179
76277 79225 75
76278 183607 148
76278 286412 77
76279 40797 166
76280 351725 28
76281 148607 38
76284 10754 191
76284 323856 25
76285 342301 18
76287 33495 131
76287 275367 59
76288 208453 173
76289 153982 111
76289 291012 179
76290 76270 189
76290 165180 110
76293 96155 33
76293 128267 43
76293 134399 72
76293 233708 21
76294 54044 126
76295 15753 93
76296 145874 101
76296 204730 170
76296 308994 154
76297 190588 147
76297 309036 111
76298 14854 177
76301 206558 186
76302 259558 177
76303 91243 156
76303 157731 52
76303 167717 174
76303 194282 60
76304 64025 18
76305 91341 93
76305 211028 105
76306 165889 161
76307 235117 46
76309 265455 63
76309 352638 26
76310 60300 70
76310 152713 121
76310 182148 146
76312 144057 21
76312 149962 120
76312 185515 155
76312 292174 4
76313 50578 176
76314 20869 81
76315 301447 112
76316 77531 183
76316 251043 64
76317 330044 196
76318 246427 151
76319 3200 96
76319 315304 43
76321 324865 52
76322 189350 124
76322 304605 124
76323 201663 42
76323 229983 92
76325 59893 71
76325 74786 10
76325 185010 155
76325 247431 38
76326 211452 139
76327 25443 176
76327 39572 80
76327 346480 82
76330 220891 109
76330 328713 83
76334 195513 92
76337 143005 35
76337 286456 73
76338 93076 190
76339 95052 75
76339 202888 174
76339 334660 60
76341 129967 37
76341 141632 16
76341 227693 2
76342 226751 188
76343 110974 198
76344 7220 128
76347 313064 43
76347 327895 99
76348 201843 141
76352 23104 46
76352 94623 25
76352 148145 171
76352 184111 124
76352 247220 5
76353 226547 46
76355 76904 58
76355 296189 129
76357 350587 23
76360 155282 109
76361 91747 30
76361 259375 114
76363 237175 180
76363 347048 166
76364 12034 17
76364 316616 108
76365 51607 68
76365 304814 191
76369 136529 157
76369 281253 157
76370 17655 100
76370 23140 104
76370 324577 39
76371 36568 14
76372 37367 199
76373 25393 108
76375 97774 197
76376 65601 122
76377 34543 51
76377 128525 8
76377 204958 156
76377 316999 169
76377 348347 136
76378 83572 133
76378 228413 196
76378 232329 33
76378 317564 3
76379 78542 134
76379 310380 8
76380 143641 69
76380 156132 44
76383 49613 200
76383 128551 183
76384 207 55
76384 57246 115
76384 175591 8
76384 275905 153
76385 15686 13
76386 62203 104
76386 157486 174
76386 176522 59
76387 110420 11
76387 161616 87
76388 20272 21
76388 117881 188
76389 50857 145
76389 224727 171
76390 227742 47
76392 53984 109
76392 68003 117
76392 99764 136
76393 122627 159
76393 272733 170
76394 110185 192
76395 304420 154
76397 259158 51
76398 269083 181
76399 156981 50
76399 285188 5
76400 216925 85
76400 292835 1
76401 329600 63
76403 53904 23
76403 274703 124
76404 15358 54
76404 48172 192
76404 53664 72
76405 166346 17
76406 67946 17
76406 186594 24
76408 269250 35
76409 262878 86
76410 318617 42
76411 45384 139
76411 132546 196
76412 217720 119
76413 141522 123
76413 345687 95
76414 76246 189
76414 262896 158
76414 276034 135
76415 260908 81
76415 310700 10
76416 207834 187
76418 18006 23
76418 158002 178
76418 234201 102
76419 197637 82
76420 74159 41
76421 72935 172
76422 169244 2
76423 268843 108
76424 269484 111
76428 106264 40
76429 253205 161
76430 154131 62
76431 61416 34
76431 72276 144
76432 13648 110
76432 224124 102
76433 264509 132
76435 158175 94
76438 176147 136
76438 346039 159
76439 73618 106
76439 156162 81
76439 200889 67
76439 251445 172
76440 120087 69
76440 244777 6
76440 260544 35
76441 95257 155
76442 93558 145
76442 281956 25
76443 250010 80
76445 146257 78
76445 281243 30
76446 299977 63
76447 199430 185
76448 73488 161
76448 97128 159
76449 164092 35
76449 282788 3
76450 154341 78
76452 274477 188
76453 82088 82
76454 19152 153
76454 108117 199
76454 191487 86
76455 340768 108
76455 352454 87
76458 71790 111
76458 95829 83
76458 160115 138
76459 109484 193
76459 174520 2
76461 203592 184
76461 230095 89
76462 111462 99
76462 122714 153
76462 190964 160
76463 234639 67
76463 302352 33
76463 305518 122
76464 101815 54
76466 43587 41
76466 65651 174
76466 117446 97
76467 221766 70
76469 56865 109
76469 72983 39
76470 10453 5
76472 59070 109
76472 144780 45
76473 1144 95
76473 55217 165
76474 17552 119
76475 58123 27
76476 37622 14
76476 107916 53
76476 119581 77
76477 127689 141
76477 231857 87
76478 27452 110
76480 156397 71
76480 327514 113
76483 331171 101
76485 38841 68
76485 124138 101
76485 174109 14
76485 343010 40
76486 135914 120
76487 281568 109
76487 316495 31
76487 342812 11
76490 24730 121
76490 54564 94
76490 63738 123
76490 84749 140
76490 136530 51
76491 210025 87
76491 215056 96
76491 237409 182
76493 226998 144
76494 239662 104
76495 311581 12
76496 235734 188
76496 242217 112
76496 343040 16
76497 14110 119
76497 31742 75
76498 36636 24
76499 70497 5
76499 228414 17
76500 329878 132
76501 235938 183
76501 246612 76
76501 250115 172
76502 110808 74
76502 181288 138
76502 289585 61
76503 87520 103
76503 122536 63
76503 349364 157
76504 61403 178
76505 21123 136
76505 116289 130
76505 129007 24
76505 347528 95
76507 17594 152
76507 51695 36
76507 319960 70
76508 47429 191
76508 74985 18
76510 14603 81
76511 120451 199
76511 294121 169
76513 18900 72
76513 296738 53
76514 34241 28
76514 146165 86
76515 140199 13
76517 294663 76
76519 176891 192
76520 150788 38
76521 248336 115
76522 8330 174
76523 60401 129
76523 184403 141
76524 78481 108
76526 295 8
76526 184254 46
76527 21548 4
76528 16566 14
76528 242506 64
76528 247537 59
76529 118670 180
76529 231420 94
76529 259726 195
76531 66175 163
76531 142649 177
76531 248455 153
76531 347516 133
76532 211726 44
76535 338497 146
76536 53413 137
76537 136192 186
76537 244317 141
76537 262472 53
76539 18413 128
76539 156503 9
76539 193384 107
76541 53438 88
76541 97215 22
76543 119040 112
76544 193712 1
76546 215936 73
76548 119595 54
76549 123374 105
76549 316865 7
76550 352343 181
76553 245900 100
76554 214704 67
76555 324530 163
76555 349918 83
76557 21037 73
76557 176511 187
76557 186249 78
76557 200853 155
76558 76198 146
76558 83796 199
76562 27008 161
76563 1380 84
76564 222806 84
76565 97800 158
76565 113870 150
76565 193737 65
76565 305062 175
76566 224845 144
76566 272827 54
76568 239189 87
76570 15212 97
76570 347935 30
76571 82052 48
76571 130757 46
76572 30492 98
76572 167935 14
76572 217218 10
76572 324799 142
76573 104689 20
76573 250590 39
76573 310210 55
76573 312309 123
76574 100609 18
76575 12849 91
76575 24824 18
76575 248314 84
76575 262429 41
76576 195804 28
76578 79326 14
76578 139696 75
76578 181264 180
76578 187148 46
76578 346889 142
76579 52294 104
76579 68391 68
76579 233101 99
76580 192229 3
76582 126768 104
76582 204006 74
76583 87926 65
76584 62408 21
76584 245844 30
76585 331727 9
76586 58019 48
76587 100854 27
76587 202744 87
76588 328550 130
76593 306841 110
76594 190658 65
76595 22811 99
76595 36224 150
76595 73305 39
76595 144996 189
76596 338880 95
76597 40355 23
76597 325564 36
76597 334084 55
76598 246627 174
76599 17694 112
76601 161945 100
76602 45700 25
76602 167486 84
76602 264985 81
76602 311226 73
76603 279679 19
76604 58929 88
76604 133600 68
76606 59743 49
76606 276564 67
76607 122089 108
76607 315043 72
76607 347795 24
76609 191483 64
76609 303531 187
76610 216122 64
76610 305961 194
76611 82596 76
76612 21504 32
76612 68681 187
76612 89355 52
76612 145458 95
76614 6262 106
76614 32469 132
76614 97216 32
76614 162954 32
76614 331215 166
76615 2285 90
76615 139074 144
76615 207441 83
76616 341368 83
76617 110446 169
76619 193116 191
76620 285805 155
76620 341970 179
76621 197770 111
76621 262517 18
76623 130093 171
76623 190738 7
76624 297873 86
76625 173982 149
76625 306910 151
76628 26370 129
76628 186448 72
76628 305660 104
76629 72295 1
76629 122913 176
76631 8348 9
76631 85249 135
76631 336818 173
76632 124244 47
76632 145957 60
76632 146067 120
76632 270606 69
76634 1331 192
76634 303745 189
76634 317062 177
76635 31441 59
76635 134618 130
76636 131914 148
76637 57994 115
76637 280259 6
76637 299529 115
76638 249249 27
76640 260964 50
76640 338863 175
76641 121430 42
76641 179873 148
76641 220044 56
76642 214312 38
76642 321033 99
76644 236653 144
76644 350669 190
76645 40830 95
76646 44148 40
76647 76020 21
76648 264708 122
76649 255012 99
76651 138520 17
76651 277064 96
76652 206186 122
76652 220363 196
76654 254225 111
76656 243566 135
76657 208365 32
76659 46506 40
76659 193522 72
76661 147386 39
76662 88345 128
76663 217365 30
76663 222685 117
76664 352042 111
76665 282864 178
76667 125974 127
76668 218154 197
76669 282943 142
76670 5567 162
76670 255739 19
76670 315290 85
76672 143686 94
76672 178124 104
76673 34440 78
76673 171993 143
76673 336056 15
76674 43773 2
76674 56264 106
76674 86972 34
76674 129545 148
76676 80656 124
76677 333740 8
76678 169506 141
76679 207799 12
76684 171335 146
76684 239337 75
76684 277230 108
76686 37335 18
76686 47610 33
76686 93025 13
76686 306591 188
76688 270138 165
76689 346551 160
76690 6004 7
76691 234512 157
76691 328494 184
76692 201451 109
76692 338880 5
76693 275545 40
76694 142948 14
76694 301326 1
76695 232148 138
76695 294796 127
76695 342661 158
76696 73571 2
76699 263699 107
76700 50244 87
76700 235607 139
76700 280107 90
76701 141199 55
76701 283948 148
76703 87465 148
76703 239436 61
76704 32416 35
76704 67081 90
76704 264426 29
76705 51198 70
76705 124059 102
76705 278480 18
76705 289168 49
76705 316676 73
76706 63153 132
76707 138761 97
76707 280223 190
76707 298619 70
76708 90360 52
76708 165492 167
76708 338715 61
76710 306880 85
76711 39139 143
76711 136975 130
76713 168435 65
76714 97082 146
76715 204155 200
76715 227327 59
76715 324950 17
76716 33259 111
76716 242971 25
76717 183930 170
76717 292117 195
76718 63783 176
76719 261280 171
76720 76950 147
76720 88223 88
76721 49154 3
76722 100413 20
76724 245944 90
76724 246880 73
76725 57430 31
76725 88592 138
76725 268594 143
76726 1768 18
76726 235079 80
76728 177718 142
76729 29664 109
76732 212545 196
76733 97828 161
76733 194102 48
76733 347525 118
76734 172314 74
76734 241369 1
76736 40055 57
76736 42333 40
76736 67033 151
76736 285031 70
76738 21069 24
76738 181216 154
76741 41422 54
76742 134015 158
76744 117018 89
76745 45713 98
76745 51432 81
76745 97150 176
76745 263773 7
76746 10161 143
76746 241524 41
76748 295688 105
76748 347944 193
76749 53390 50
76749 272737 64
76749 314835 3
76753 289457 160
76754 162703 186
76754 216714 79
76755 38523 160
76755 70525 107
76755 259260 145
76756 173613 13
76756 343381 134
76757 107229 60
76757 132218 188
76757 344896 75
76758 91160 109
76758 252594 78
76759 47487 95
76759 56537 69
76759 251177 189
76760 237565 1
76761 8694 153
76761 33759 193
76761 233822 11
76762 101824 180
76762 223837 32
76762 325589 140
76763 73319 8
76763 339368 15
76765 144475 131
76766 88937 26
76766 132501 71
76767 53261 30
76768 27268 59
76769 261908 142
76769 263422 53
76770 233052 126
76770 259280 22
76771 217871 27
76771 250224 22
76772 51125 16
76772 261071 185
76773 130924 47
76774 15849 196
76776 88691 95
76776 146322 68
76778 237326 11
76779 224471 161
76779 236322 5
76780 334634 115
76781 13584 156
76783 28802 34
76783 78422 159
76783 226601 16
76784 63771 61
76784 193492 93
76785 43270 156
76788 244788 37
76790 66350 77
76792 84734 24
76792 308974 188
76793 300565 88
76794 54888 193
76795 134790 186
76795 239887 3
76796 151597 77
76796 169243 135
76796 290506 146
76797 16736 122
76797 349810 137
76798 28512 176
76798 168295 71
76798 203146 60
76799 8541 79
76799 142701 156
76799 306014 136
76800 301383 165
76801 109992 80
76801 216548 30
76801 244331 87
76802 123131 75
76802 230616 134
76804 95666 96
76806 89646 165
76807 110135 10
76807 143059 2
76807 288547 44
76808 98794 160
76809 140645 19
76809 230622 178
76811 86684 87
76811 275447 6
76812 123401 184
76812 125280 107
76813 22214 33
76813 63032 146
76814 44465 47
76814 162397 105
76815 227358 52
76815 335077 99
76817 128622 75
76818 110702 180
76819 6934 82
76820 279646 112
76820 341227 92
76821 263928 96
76822 151764 165
76822 161337 26
76822 250550 159
76822 277005 54
76824 252465 63
76824 294563 99
76824 343433 182
76826 16527 43
76826 227402 10
76829 96080 33
76829 319969 35
76830 5877 127
76830 313425 50
76831 4288 96
76831 184930 186
76832 120397 41
76832 198585 117
76832 319421 36
76833 23952 52
76833 201201 125
76836 69514 65
76837 268890 149
76838 88249 136
76839 217847 55
76840 88464 70
76840 98340 11
76840 351485 177
76841 75437 44
76841 96049 54
76841 224442 60
76841 253037 15
76842 123654 170
76842 220389 170
76843 271586 11
76843 308316 101
76843 313168 161
76844 97015 23
76844 329149 171
76844 346196 23
76845 65014 153
76845 293872 149
76847 116212 64
76848 169859 68
76849 20731 31
76849 24234 109
76849 53731 191
76849 169323 1
76849 329105 172
76851 9756 139
76852 91076 92
76853 122762 142
76856 66875 28
76857 190162 107
76858 74784 59
76858 204932 112
76858 319361 24
76859 41861 75
76859 234877 115
76860 12014 6
76860 131997 37
76860 153951 173
76861 144413 84
76862 195259 176
76863 196898 72
76864 138559 96
76864 214634 7
76865 114844 104
76865 217787 143
76867 16170 92
76868 167082 179
76870 729 8
76870 336136 54
76871 340053 111
76873 99146 45
76873 196466 15
76874 92024 19
76874 111810 80
76874 176096 144
76874 269335 8
76875 41166 160
76875 56396 114
76875 98205 188
76876 331021 62
76878 294754 72
76879 7557 50
76881 91376 165
76881 119696 150
76882 126228 78
76882 130846 107
76884 271408 131
76885 219098 108
76886 103906 66
76886 150835 119
76887 135530 9
76889 225082 49
76890 57166 78
76890 126586 195
76891 227926 189
76891 316836 117
76893 23694 100
76893 100980 98
76893 254830 63
76893 264527 144
76893 297265 61
76894 10378 30
76894 49888 23
76896 93963 187
76896 133659 175
76896 174766 4
76897 63428 61
76897 80984 34
76897 242879 110
76899 135623 56
76900 226977 124
76900 308833 11
76901 179512 139
76901 243323 71
76901 324477 113
76902 145123 145
76902 335978 138
76903 315766 146
76904 147678 28
76905 322753 180
76905 334728 129
76906 239721 192
76906 253623 125
76906 325431 50
76907 56341 48
76907 105156 35
76907 124178 69
76907 243287 12
76908 268841 138
76912 39546 38
76914 245805 107
76916 145782 166
76916 201121 51
76918 234157 36
76918 348875 152
76919 154105 86
76920 209555 196
76920 334149 6
76922 131596 116
76927 194104 139
76927 295106 24
76928 278101 176
76928 339221 50
76929 119407 195
76930 79829 120
76930 128520 18
76930 277277 167
76931 241422 24
76932 192656 154
76932 233577 165
76934 30336 33
76934 81656 196
76934 318463 54
76937 331053 9
76938 58632 188
76939 121391 173
76939 148362 157
76939 183674 169
76940 19915 82
76941 4135 138
76941 24169 90
76942 220028 186
76944 17592 87
76946 105341 169
76946 272666 11
76948 53658 155
76948 119506 155
76948 254258 21
76949 211975 160
76951 287109 191
76952 219135 6
76953 6843 102
76953 36340 163
76953 69030 161
76953 99325 144
76953 124252 8
76953 221999 73
76953 268164 152
76954 197224 37
76954 233128 127
76956 244630 186
76958 148619 154
76959 173726 27
76959 262987 198
76959 343439 89
76960 87315 72
76962 53140 48
76962 263265 55
76963 24119 182
76963 105913 39
76964 49150 138
76964 156408 67
76964 319927 111
76965 231355 60
76965 310004 29
76966 189733 200
76966 217516 20
76966 300597 126
76967 12698 187
76967 275657 61
76969 118478 138
76969 265308 111
76974 83294 9
76976 9072 142
76978 313002 37
76978 348156 74
76981 318827 67
76981 326583 35
76982 126610 134
76982 326109 194
76983 282484 141
76984 72773 186
76984 75340 1
76984 132028 138
76986 225248 131
76987 250176 191
76989 112384 190
76990 59537 93
76990 345386 50
76991 56372 130
76992 6154 199
76992 66758 54
76993 319319 61
76993 342257 192
76994 105389 75
76997 136616 70
76997 352460 161
76998 66185 53
76998 85923 142
77000 37282 130
77000 85670 26
77001 50634 105
77001 96758 182
77002 45838 74
77004 262675 177
77005 804 1
77006 153416 166
77006 203559 59
77011 172236 56
77012 306576 168
77013 32696 200
77013 56735 197
77013 227914 121
77014 260199 6
77015 118490 188
77015 207290 110
77015 243256 150
77015 289497 83
77016 156611 131
77016 336599 167
77018 132071 34
77019 83491 48
77019 194066 60
77019 345349 196
77020 132059 122
77020 322150 58
77021 206896 10
77022 137594 12
77022 171695 44
77022 245375 83
77023 140795 156
77023 298375 18
77023 337892 108
77024 59642 70
77025 222226 128
77026 313945 119
77028 52137 63
77028 54766 85
77028 60946 165
77028 181459 130
77030 137546 46
77032 106936 70
77032 154691 31
77032 338939 77
77033 24847 189
77033 67743 189
77034 168044 96
77034 242715 102
77034 265419 84
77034 322871 156
77035 170949 187
77036 41752 188
77037 146072 88
77037 163766 186
77037 202175 167
77038 147876 122
77040 44233 6
77040 97645 86
77041 137927 199
